63, 87, 70, 43, 64, 22
82, 42, -74, 69, -37, -88
16, 77, -45, 11, 65, -54
-91, 74, -5, -79, -20, 38
-64, -47, -98, -91, 74, -5
37, -13, -66, 82, 42, -74
91, -84, 51, 77, -79, 6
-79, -20, 38, 0, 0, 68
49, 98, -10, 62, 97, -28
17, -83, -36, 37, -13, -66
69, -37, -88, 82, 42, -74
70, -81, -92, 69, -37, -88
43, 64, 22, 45, 67, 2
21, 97, 53, 63, 87, 70
-11, 33, 13, -22, 15, 22
-22, 15, 22, -11, 33, 13
61, 63, -75, 82, 42, -74
94, 100, -27, 62, 97, -28
62, 97, -28, 49, 98, -10
88, -90, 75, 91, -84, 51
99, -49, 96, 88, -90, 75
0, 79, -6, -91, 74, -5
11, 65, -54, 16, 77, -45
-7, 8, 34, -22, 15, 22
-75, -5, -22, -79, -20, 38
83, 9, 3, 45, 67, 2
6, 72, 10, 0, 79, -6
-71, 33, 31, -59, -11, 55
-16, -12, 76, 0, 0, 68
-88, 88, -51, -81, 93, -95
45, 67, 2, 43, 64, 22
11, -93, 49, 0, 0, 68
18, 54, 13, 43, 64, 22
-22, -40, 38, -16, -12, 76
55, -88, -12, 17, -83, -36
-36, 46, -74, -11, 33, 13
-35, -44, 89, -16, -12, 76
-60, -13, -2, -75, -5, -22
81, 26, 23, 43, 64, 22
-59, -11, 55, -79, -20, 38
21, 38, 62, 0, 0, 68
-56, 31, 4, -22, 15, 22
93, 71, 84, 63, 87, 70
-81, 93, -95, -88, 88, -51
-54, -17, 53, -79, -20, 38
77, -79, 6, 55, -88, -12
-98, 87, 44, -91, 74, -5
100, 8, 10, 83, 9, 3
-59, -89, 0, -60, -13, -2
